"fullname","office","position","id","last_name","is_corrected","patronymic","created_date","document_type","source","url","first_name","dnt_is_foreign","dnt_objectType_encoded","sizeAssets","debtor_ua_firstname","debtor_ukr_firstname","organization_ua_company_name","organization_eng_company_code","person","assetsCurrency","debtor_eng_sameRegLivingAddress","organization_ukr_company_name","debtor_ua_lastname","organization_extendedstatus","objectType","dnt_sizeAssets_hidden","organization_ukr_company_address","otherObjectType","organization_eng_company_name","debtor_ua_middlename","debtor_eng_firstname","organization_eng_company_address","organization_ua_company_code","iteration","organization","organization_type","debtor_ukr_lastname","debtor_eng_lastname","debtor_eng_middlename","debtor_ukr_middlename","debtor_ua_sameRegLivingAddress","object_id","ownershipType","otherOwnership","percent.ownership","organization_ua_company_name_extendedstatus","organization_ua_company_code_extendedstatus","sizeAssets_extendedstatus","otherObjectType_extendedstatus","organization_eng_company_code_extendedstatus","assetsCurrency_extendedstatus","organization_eng_company_name_extendedstatus","organization_ukr_company_name_extendedstatus","organization_eng_company_address_extendedstatus","organization_ukr_company_address_extendedstatus","declarant","subjectRelation","in_hryvnias"
"Геращенко Ірина Володимирівна","Верховна Рада Украіни","Народний депутат Украіни, Перший заступник Голови Верховноі Ради Украіни","nacp_82c792c2-fbfe-4644-bac0-f7202b040d6c","Геращенко","FALSE","Володимирівна",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_82c792c2-fbfe-4644-bac0-f7202b040d6c","Ірина","FALSE","cash",15000,"","","","","1477126308253","EUR","","","","1","Готівкові кошти","FALSE","","","","","","","","1477758226183","","","","","","","","1477758226183","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Зацепін Антон Анатолійович","чоловік",502431.36
"Геращенко Ірина Володимирівна","Верховна Рада Украіни","Народний депутат Украіни, Перший заступник Голови Верховноі Ради Украіни","nacp_82c792c2-fbfe-4644-bac0-f7202b040d6c","Геращенко","FALSE","Володимирівна",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_82c792c2-fbfe-4644-bac0-f7202b040d6c","Ірина","FALSE","bank",18209,"","","АТ ""Укрексімбанк""","","1","USD","","","",NA,"Кошти, розміщені на банківських рахунках","FALSE","","","","","","","00032112","1477360858469","j","Юридична особа, зареєстрована в Україні","","","","","","1477360858469","Власність","",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"Геращенко Ірина Володимирівна",NA,511076.06
"Герега Олександр Володимирович","Верховна Рада України","Народний депутат Верховної Ради України","nacp_f16606de-a4fc-4569-a924-0e5438985d61","Герега","FALSE","Володимирович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f16606de-a4fc-4569-a924-0e5438985d61","Олександр","FALSE","bank",5163866,"","","ПАТ Укрсоцбанк","","1476885767559","UAH","","","",NA,"Кошти, розміщені на банківських рахунках","FALSE","","","","","","","00039019","1477039032910","j","Юридична особа, зареєстрована в Україні","","","","","","1477039032910","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Герега Галина Федорівна","дружина",5163866
"Герега Олександр Володимирович","Верховна Рада України","Народний депутат Верховної Ради України","nacp_f16606de-a4fc-4569-a924-0e5438985d61","Герега","FALSE","Володимирович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f16606de-a4fc-4569-a924-0e5438985d61","Олександр","FALSE","cash",480000,"","","","","1476885767559","CHF","","","","1","Готівкові кошти","FALSE","","","","","","","","1477763005595","","","","","","","","1477763005595","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Герега Галина Федорівна","дружина",13737015.84
"Герега Олександр Володимирович","Верховна Рада України","Народний депутат Верховної Ради України","nacp_f16606de-a4fc-4569-a924-0e5438985d61","Герега","FALSE","Володимирович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f16606de-a4fc-4569-a924-0e5438985d61","Олександр","FALSE","cash",900000,"","","","","1","EUR","","","","1","Готівкові кошти","FALSE","","","","","","","","1477759048775","","","","","","","","1477759048775","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Герега Олександр Володимирович",NA,30145881.6
"Герега Олександр Володимирович","Верховна Рада України","Народний депутат Верховної Ради України","nacp_f16606de-a4fc-4569-a924-0e5438985d61","Герега","FALSE","Володимирович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f16606de-a4fc-4569-a924-0e5438985d61","Олександр","FALSE","cash",800000,"","","","","1476885767559","EUR","","","","1","Готівкові кошти","FALSE","","","","","","","","1477762940539","","","","","","","","1477762940539","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Герега Галина Федорівна","дружина",26796339.2
"Герега Олександр Володимирович","Верховна Рада України","Народний депутат Верховної Ради України","nacp_f16606de-a4fc-4569-a924-0e5438985d61","Герега","FALSE","Володимирович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f16606de-a4fc-4569-a924-0e5438985d61","Олександр","FALSE","cash",9000000,"","","","","1476885767559","UAH","","","","1","Готівкові кошти","FALSE","","","","","","","","1477763031084","","","","","","","","1477763031084","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Герега Галина Федорівна","дружина",9000000
"Герега Олександр Володимирович","Верховна Рада України","Народний депутат Верховної Ради України","nacp_f16606de-a4fc-4569-a924-0e5438985d61","Герега","FALSE","Володимирович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f16606de-a4fc-4569-a924-0e5438985d61","Олександр","FALSE","credit_union",1590300,"","","ПАТ Закритий недиверсифікований венчурний корпоративний інвестиційний фонд ОФЕРЕНТ","","1","UAH","","","",NA,"Внески до кредитних спілок та інших небанківських фінансових установ","FALSE","","","","","","","37500419","1477039135710","j","Юридична особа, зареєстрована в Україні","","","","","","1477039135710","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Герега Олександр Володимирович",NA,1590300
"Герега Олександр Володимирович","Верховна Рада України","Народний депутат Верховної Ради України","nacp_f16606de-a4fc-4569-a924-0e5438985d61","Герега","FALSE","Володимирович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f16606de-a4fc-4569-a924-0e5438985d61","Олександр","FALSE","cash",1200000,"","","","","1476885767559","USD","","","","1","Готівкові кошти","FALSE","","","","","","","","1477762981299","","","","","","","","1477762981299","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Герега Галина Федорівна","дружина",33680667.6
"Герега Олександр Володимирович","Верховна Рада України","Народний депутат Верховної Ради України","nacp_f16606de-a4fc-4569-a924-0e5438985d61","Герега","FALSE","Володимирович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f16606de-a4fc-4569-a924-0e5438985d61","Олександр","FALSE","cash",90000,"","","","","1","CHF","","","","1","Готівкові кошти","FALSE","","","","","","","","1477762881357","","","","","","","","1477762881357","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Герега Олександр Володимирович",NA,2575690.47
"Герега Олександр Володимирович","Верховна Рада України","Народний депутат Верховної Ради України","nacp_f16606de-a4fc-4569-a924-0e5438985d61","Герега","FALSE","Володимирович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f16606de-a4fc-4569-a924-0e5438985d61","Олександр","FALSE","credit_union",1509700,"","","ПАТ Закритий недиверсифікований венчурний корпоративний інвестиційний фонд ОФЕРЕНТ","","1476885767559","UAH","","","",NA,"Внески до кредитних спілок та інших небанківських фінансових установ","FALSE","","","","","","","37500419","1477039230637","j","Юридична особа, зареєстрована в Україні","","","","","","1477039230637","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Герега Галина Федорівна","дружина",1509700
"Герега Олександр Володимирович","Верховна Рада України","Народний депутат Верховної Ради України","nacp_f16606de-a4fc-4569-a924-0e5438985d61","Герега","FALSE","Володимирович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f16606de-a4fc-4569-a924-0e5438985d61","Олександр","FALSE","bank",8819709,"","","ПАТ Укрсоцбанк","","1","UAH","","","",NA,"Кошти, розміщені на банківських рахунках","FALSE","","","","","","","00039019","1477038920463","j","Юридична особа, зареєстрована в Україні","","","","","","1477038920463","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Герега Олександр Володимирович",NA,8819709
"Герега Олександр Володимирович","Верховна Рада України","Народний депутат Верховної Ради України","nacp_f16606de-a4fc-4569-a924-0e5438985d61","Герега","FALSE","Володимирович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f16606de-a4fc-4569-a924-0e5438985d61","Олександр","FALSE","cash",900000,"","","","","1","USD","","","","1","Готівкові кошти","FALSE","","","","","","","","1477759098319","","","","","","","","1477759098319","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Герега Олександр Володимирович",NA,25260500.7
"Герега Олександр Володимирович","Верховна Рада України","Народний депутат Верховної Ради України","nacp_f16606de-a4fc-4569-a924-0e5438985d61","Герега","FALSE","Володимирович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f16606de-a4fc-4569-a924-0e5438985d61","Олександр","FALSE","cash",9000000,"","","","","1","UAH","","","","1","Готівкові кошти","FALSE","","","","","","","","1477762915307","","","","","","","","1477762915307","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Герега Олександр Володимирович",NA,9000000
"Гєллєр Євгеній Борисович","Верховна Рада України","народний депутат України, член Комітету Верховної Ради України з питань бюджету","nacp_86753059-8106-4aa5-8e50-6bfdc35c41d1","Гєллєр","FALSE","Борисович",2018-02-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_86753059-8106-4aa5-8e50-6bfdc35c41d1","Євгеній","FALSE","cash",8900000,"","","","","1477670142673","UAH","","","","1","Готівкові кошти","FALSE","","","","","","","","1477693253013","","","","","","","","1477693253013","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Гєллєр Тетяна Олександрівна","дружина",8900000
"Гєллєр Євгеній Борисович","Верховна Рада України","народний депутат України, член Комітету Верховної Ради України з питань бюджету","nacp_86753059-8106-4aa5-8e50-6bfdc35c41d1","Гєллєр","FALSE","Борисович",2018-02-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_86753059-8106-4aa5-8e50-6bfdc35c41d1","Євгеній","FALSE","lend",780000,"","","","","1","USD","","","","1","Кошти, позичені третім особам","FALSE","","","","","","","","1477693519869","","","","","","","","1477693519869","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Гєллєр Євгеній Борисович",NA,21892433.94
"Гєллєр Євгеній Борисович","Верховна Рада України","народний депутат України, член Комітету Верховної Ради України з питань бюджету","nacp_86753059-8106-4aa5-8e50-6bfdc35c41d1","Гєллєр","FALSE","Борисович",2018-02-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_86753059-8106-4aa5-8e50-6bfdc35c41d1","Євгеній","FALSE","cash",378000,"","","","","1","EUR","","","","1","Готівкові кошти","FALSE","","","","","","","","1477693189129","","","","","","","","1477693189129","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Гєллєр Євгеній Борисович",NA,12661270.27
"Гєллєр Євгеній Борисович","Верховна Рада України","народний депутат України, член Комітету Верховної Ради України з питань бюджету","nacp_86753059-8106-4aa5-8e50-6bfdc35c41d1","Гєллєр","FALSE","Борисович",2018-02-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_86753059-8106-4aa5-8e50-6bfdc35c41d1","Євгеній","FALSE","cash",107000,"","","","","1477670241548","USD","","","","1","Готівкові кошти","FALSE","","","","","","","","1477693325861","","","","","","","","1477693325861","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Гєллєр Єлизавета Євгеніївна","дочка",3003192.86
"Гєллєр Євгеній Борисович","Верховна Рада України","народний депутат України, член Комітету Верховної Ради України з питань бюджету","nacp_86753059-8106-4aa5-8e50-6bfdc35c41d1","Гєллєр","FALSE","Борисович",2018-02-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_86753059-8106-4aa5-8e50-6bfdc35c41d1","Євгеній","FALSE","bank",48052,"","","ПАТ КБ ""ПриватБанк""","","1","UAH","","","",NA,"Кошти, розміщені на банківських рахунках","FALSE","","","","","","","14360570","1477692888958","j","Юридична особа, зареєстрована в Україні","","","","","","1477692888958","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Гєллєр Євгеній Борисович",NA,48052
"Гєллєр Євгеній Борисович","Верховна Рада України","народний депутат України, член Комітету Верховної Ради України з питань бюджету","nacp_86753059-8106-4aa5-8e50-6bfdc35c41d1","Гєллєр","FALSE","Борисович",2018-02-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_86753059-8106-4aa5-8e50-6bfdc35c41d1","Євгеній","FALSE","other",700000,"","","","","1","USD","","","","1","Інше","FALSE","","Подарунок","","","","","","1519817548238","","","","","","","","1519817548238","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Гєллєр Євгеній Борисович",NA,19647056.1
"Гєллєр Євгеній Борисович","Верховна Рада України","народний депутат України, член Комітету Верховної Ради України з питань бюджету","nacp_86753059-8106-4aa5-8e50-6bfdc35c41d1","Гєллєр","FALSE","Борисович",2018-02-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_86753059-8106-4aa5-8e50-6bfdc35c41d1","Євгеній","FALSE","lend",80109866,"","","","","1","UAH","","","","1","Кошти, позичені третім особам","FALSE","","","","","","","","1490185944107","","","","","","","","1490185944107","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Гєллєр Євгеній Борисович",NA,80109866
"Гєллєр Євгеній Борисович","Верховна Рада України","народний депутат України, член Комітету Верховної Ради України з питань бюджету","nacp_86753059-8106-4aa5-8e50-6bfdc35c41d1","Гєллєр","FALSE","Борисович",2018-02-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_86753059-8106-4aa5-8e50-6bfdc35c41d1","Євгеній","FALSE","cash",1227000,"","","","","1","USD","","","","1","Готівкові кошти","FALSE","","","","","","","","1477692953716","","","","","","","","1477692953716","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Гєллєр Євгеній Борисович",NA,34438482.62
"Гєллєр Євгеній Борисович","Верховна Рада України","народний депутат України, член Комітету Верховної Ради України з питань бюджету","nacp_86753059-8106-4aa5-8e50-6bfdc35c41d1","Гєллєр","FALSE","Борисович",2018-02-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_86753059-8106-4aa5-8e50-6bfdc35c41d1","Євгеній","FALSE","bank",79968,"","","ПАТ КБ ""ПриватБанк""","","1","USD","","","",NA,"Кошти, розміщені на банківських рахунках","FALSE","","","","","","","14360570","1477692419257","j","Юридична особа, зареєстрована в Україні","","","","","","1477692419257","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Гєллєр Євгеній Борисович",NA,2244479.69
"Гєллєр Євгеній Борисович","Верховна Рада України","народний депутат України, член Комітету Верховної Ради України з питань бюджету","nacp_86753059-8106-4aa5-8e50-6bfdc35c41d1","Гєллєр","FALSE","Борисович",2018-02-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_86753059-8106-4aa5-8e50-6bfdc35c41d1","Євгеній","FALSE","cash",3700,"","","","","1477670142673","GBP","","","","1","Готівкові кошти","FALSE","","","","","","","","1477693288464","","","","","","","","1477693288464","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Гєллєр Тетяна Олександрівна","дружина",139614.58
"Гєллєр Євгеній Борисович","Верховна Рада України","народний депутат України, член Комітету Верховної Ради України з питань бюджету","nacp_86753059-8106-4aa5-8e50-6bfdc35c41d1","Гєллєр","FALSE","Борисович",2018-02-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_86753059-8106-4aa5-8e50-6bfdc35c41d1","Євгеній","FALSE","bank",2556,"","","ПАК КБ ""ПриватБанк""","","1","EUR","","","",NA,"Кошти, розміщені на банківських рахунках","FALSE","","","","","","","14360570","1477692666870","j","Юридична особа, зареєстрована в Україні","","","","","","1477692666870","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Гєллєр Євгеній Борисович",NA,85614.3
"Гєллєр Євгеній Борисович","Верховна Рада України","народний депутат України, член Комітету Верховної Ради України з питань бюджету","nacp_86753059-8106-4aa5-8e50-6bfdc35c41d1","Гєллєр","FALSE","Борисович",2018-02-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_86753059-8106-4aa5-8e50-6bfdc35c41d1","Євгеній","FALSE","cash",380000,"","","","","1477670142673","USD","","","","1","Готівкові кошти","FALSE","","","","","","","","1477693218080","","","","","","","","1477693218080","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Гєллєр Тетяна Олександрівна","дружина",10665544.74
"Гєллєр Євгеній Борисович","Верховна Рада України","народний депутат України, член Комітету Верховної Ради України з питань бюджету","nacp_86753059-8106-4aa5-8e50-6bfdc35c41d1","Гєллєр","FALSE","Борисович",2018-02-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_86753059-8106-4aa5-8e50-6bfdc35c41d1","Євгеній","FALSE","cash",7832000,"","","","","1","UAH","","","","1","Готівкові кошти","FALSE","","","","","","","","1477693087343","","","","","","","","1477693087343","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Гєллєр Євгеній Борисович",NA,7832000
"Гіршфельд Анатолій Мусійович","Верховна Рада України","Народний депутат України","nacp_6b61dc22-c7d4-4766-aa65-fb0ea7ba458f","Гіршфельд","FALSE","Мусійович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6b61dc22-c7d4-4766-aa65-fb0ea7ba458f","Анатолій","FALSE","cash",70000,"","","","","1477498013637","USD","","","","1","Готівкові кошти","FALSE","","","","","","","","1477669937519","","","","","","","","1477669937519","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Гіршфельд Ірина Менделівна","дружина",1964705.61
"Гіршфельд Анатолій Мусійович","Верховна Рада України","Народний депутат України","nacp_6b61dc22-c7d4-4766-aa65-fb0ea7ba458f","Гіршфельд","FALSE","Мусійович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6b61dc22-c7d4-4766-aa65-fb0ea7ba458f","Анатолій","FALSE","cash",150000,"","","","","1477498013637","EUR","","","","1","Готівкові кошти","FALSE","","","","","","","","1477669996410","","","","","","","","1477669996410","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Гіршфельд Ірина Менделівна","дружина",5024313.6
"Гіршфельд Анатолій Мусійович","Верховна Рада України","Народний депутат України","nacp_6b61dc22-c7d4-4766-aa65-fb0ea7ba458f","Гіршфельд","FALSE","Мусійович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6b61dc22-c7d4-4766-aa65-fb0ea7ba458f","Анатолій","FALSE","cash",1860000,"","","","","1","UAH","","","","1","Готівкові кошти","FALSE","","","","","","","","1477669280747","","","","","","","","1477669280747","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Гіршфельд Анатолій Мусійович",NA,1860000
"Гіршфельд Анатолій Мусійович","Верховна Рада України","Народний депутат України","nacp_6b61dc22-c7d4-4766-aa65-fb0ea7ba458f","Гіршфельд","FALSE","Мусійович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6b61dc22-c7d4-4766-aa65-fb0ea7ba458f","Анатолій","FALSE","bank",8151,"","","АТ ""ОТП Банк""","","1","EUR","","","",NA,"Кошти, розміщені на банківських рахунках","FALSE","","","","","","","2103801491","1490093921195","j","Юридична особа, зареєстрована в Україні","","","","","","1490093921195","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Гіршфельд Анатолій Мусійович",NA,273021.2
"Гіршфельд Анатолій Мусійович","Верховна Рада України","Народний депутат України","nacp_6b61dc22-c7d4-4766-aa65-fb0ea7ba458f","Гіршфельд","FALSE","Мусійович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6b61dc22-c7d4-4766-aa65-fb0ea7ba458f","Анатолій","FALSE","cash",20000,"","","","","1","USD","","","","1","Готівкові кошти","FALSE","","","","","","","","1477669848217","","","","","","","","1477669848217","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Гіршфельд Анатолій Мусійович",NA,561344.46
"Гіршфельд Анатолій Мусійович","Верховна Рада України","Народний депутат України","nacp_6b61dc22-c7d4-4766-aa65-fb0ea7ba458f","Гіршфельд","FALSE","Мусійович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6b61dc22-c7d4-4766-aa65-fb0ea7ba458f","Анатолій","FALSE","cash",5412000,"","","","","1477498013637","UAH","","","","1","Готівкові кошти","FALSE","","","","","","","","1477669890011","","","","","","","","1477669890011","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Гіршфельд Ірина Менделівна","дружина",5412000
"Гіршфельд Анатолій Мусійович","Верховна Рада України","Народний депутат України","nacp_6b61dc22-c7d4-4766-aa65-fb0ea7ba458f","Гіршфельд","FALSE","Мусійович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6b61dc22-c7d4-4766-aa65-fb0ea7ba458f","Анатолій","FALSE","cash",10000,"","","","","1","EUR","","","","1","Готівкові кошти","FALSE","","","","","","","","1477669777253","","","","","","","","1477669777253","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Гіршфельд Анатолій Мусійович",NA,334954.24
"Гіршфельд Анатолій Мусійович","Верховна Рада України","Народний депутат України","nacp_6b61dc22-c7d4-4766-aa65-fb0ea7ba458f","Гіршфельд","FALSE","Мусійович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6b61dc22-c7d4-4766-aa65-fb0ea7ba458f","Анатолій","FALSE","bank",113,"","","АТ ""ОТП БАНК""","","1","USD","","","",NA,"Кошти, розміщені на банківських рахунках","FALSE","","","","","","","2103801491","1522324855015","j","Юридична особа, зареєстрована в Україні","","","","","","1522324855015","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Гіршфельд Анатолій Мусійович",NA,3171.6
"Гіршфельд Анатолій Мусійович","Верховна Рада України","Народний депутат України","nacp_6b61dc22-c7d4-4766-aa65-fb0ea7ba458f","Гіршфельд","FALSE","Мусійович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6b61dc22-c7d4-4766-aa65-fb0ea7ba458f","Анатолій","FALSE","bank",2419,"","","АТ ""ОТП БАНК"", м. Київ","","1","UAH","","","",NA,"Кошти, розміщені на банківських рахунках","FALSE","","","","","","","2103801491","1490093555880","j","Юридична особа, зареєстрована в Україні","","","","","","1490093555880","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Гіршфельд Анатолій Мусійович",NA,2419
"Гіршфельд Анатолій Мусійович","Верховна Рада України","Народний депутат України","nacp_6b61dc22-c7d4-4766-aa65-fb0ea7ba458f","Гіршфельд","FALSE","Мусійович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6b61dc22-c7d4-4766-aa65-fb0ea7ba458f","Анатолій","FALSE","bank",87020,"","","ПАТ ""СБЕРБАНК""","","1477498013637","UAH","","","",NA,"Кошти, розміщені на банківських рахунках","FALSE","","","","","","","320627","1490094251603","j","Юридична особа, зареєстрована в Україні","","","","","","1490094251603","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Гіршфельд Ірина Менделівна","дружина",87020
"Головко Михайло Йосифович","Верховна Рада України","Народний депутат України","nacp_22331d1b-30ca-4f28-bc9b-e9cbc0441f0e","Головко","FALSE","Йосифович",2018-03-20,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_22331d1b-30ca-4f28-bc9b-e9cbc0441f0e","Михайло","FALSE","cash",125000,"","","","","1","UAH","","","","1","Готівкові кошти","FALSE","","","","","","","","1520344671877","","","","","","","","1520344671877","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Головко Михайло Йосифович",NA,125000
"Головко Михайло Йосифович","Верховна Рада України","Народний депутат України","nacp_22331d1b-30ca-4f28-bc9b-e9cbc0441f0e","Головко","FALSE","Йосифович",2018-03-20,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_22331d1b-30ca-4f28-bc9b-e9cbc0441f0e","Михайло","FALSE","cash",39500,"","","","","1","USD","","","","1","Готівкові кошти","FALSE","","","","","","","","1520344534965","","","","","","","","1520344534965","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Головко Михайло Йосифович",NA,1108655.31
"Головко Михайло Йосифович","Верховна Рада України","Народний депутат України","nacp_22331d1b-30ca-4f28-bc9b-e9cbc0441f0e","Головко","FALSE","Йосифович",2018-03-20,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_22331d1b-30ca-4f28-bc9b-e9cbc0441f0e","Михайло","FALSE","cash",31000,"","","","","1519728214509","USD","","","","1","Готівкові кошти","FALSE","","","","","","","","1520344697477","","","","","","","","1520344697477","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Головко Мар'яна  Василівна","дружина",870083.91
"Голуб Владислав Володимирович","Верховна Рада України","народний депутат України","nacp_432e7d10-13fd-4556-96a7-533af7f21849","Голуб","FALSE","Володимирович",2018-03-19,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_432e7d10-13fd-4556-96a7-533af7f21849","Владислав","FALSE","cash",34000,"","","АТ ""Ощадбанк""","","1","USD","","","",NA,"Готівкові кошти","FALSE","","","","","","","00032129","1521454190393","j","Юридична особа, зареєстрована в Україні","","","","","","1521454190393","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Голуб Владислав Володимирович",NA,954285.58
"Голуб Владислав Володимирович","Верховна Рада України","народний депутат України","nacp_432e7d10-13fd-4556-96a7-533af7f21849","Голуб","FALSE","Володимирович",2018-03-19,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_432e7d10-13fd-4556-96a7-533af7f21849","Владислав","FALSE","cash",410000,"","","","","1476886625828","UAH","","","","1","Готівкові кошти","FALSE","","","","","","","","1490432670183","","","","","","","","1490432670183","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Голуб Юлія Сергіївна","дружина",410000
"Голуб Владислав Володимирович","Верховна Рада України","народний депутат України","nacp_432e7d10-13fd-4556-96a7-533af7f21849","Голуб","FALSE","Володимирович",2018-03-19,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_432e7d10-13fd-4556-96a7-533af7f21849","Владислав","FALSE","cash",42000,"","","АТ ""Ощадбанк""","","1476886625828","EUR","","","",NA,"Готівкові кошти","FALSE","","","","","","","00032129","1521454364461","j","Юридична особа, зареєстрована в Україні","","","","","","1521454364461","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Голуб Юлія Сергіївна","дружина",1406807.81
