"fullname","office","position","id","last_name","is_corrected","patronymic","created_date","document_type","source","url","first_name","dnt_costDate_hidden","costDate","dnt_objectType_encoded","model","otherObjectType","owningDate","dnt_graduationYear_hidden","object_identificationNumber_extendedstatus","person","graduationYear","iteration","brand","objectType","object_id","ownershipType","otherOwnership","percent.ownership","costDate_extendedstatus","model_extendedstatus","brand_extendedstatus","typeProperty","otherTypeProperty","graduationYear_extendedstatus","declarant","subjectRelation"
"Алєксєєв Сергій Олегович","Верховна Рада України","Народний депутат України","nacp_5e94d86d-fe76-46be-80f9-fe352c843c71","Алєксєєв","FALSE","Олегович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5e94d86d-fe76-46be-80f9-fe352c843c71","Сергій","TRUE",0,"car","S500L 4 Matic","",2012-03-27,"FALSE",NA,"1","2011","1490885654994","Mercedes-Benz","Автомобіль легковий","1490885654994","Власність","",NA,"2",NA,NA,NA,NA,NA,"Алєксєєв Сергій Олегович",NA
"Амельченко Василь Васильович","Верховна Рада України, Комітет з питань бюджету","народний депутат України, перший заступник голови Комітету з питань бюджету ВРУ","nacp_3ab4d804-28b1-4301-bd3a-16ca01c537fc","Амельченко","FALSE","Васильович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_3ab4d804-28b1-4301-bd3a-16ca01c537fc","Василь","TRUE",0,"car","PATROL","",2015-07-25,"FALSE","1","1","2011","1477846915485","NISSAN","Автомобіль легковий","1477846915485",NA,NA,NA,"2",NA,NA,NA,NA,NA,"Амельченко Василь Васильович",NA
"Андрієвський Дмитро Йосипович","Верховна Рада України","Народний депутат України","nacp_37fa91a0-25c5-4802-9c49-c3fafdc99a59","Андрієвський","FALSE","Йосипович",2018-03-12,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_37fa91a0-25c5-4802-9c49-c3fafdc99a59","Дмитро","TRUE",0,"car","GLS500 4MATIC","",2017-01-17,"FALSE",NA,"1519059995746","2016","1519063395366","MERCEDES-BENZ","Автомобіль легковий","1519063395366","Власність","",NA,"2",NA,NA,NA,NA,NA,"Кириченко Катерина Володимирівна","дружина"
"Андрієвський Дмитро Йосипович","Верховна Рада України","Народний депутат України","nacp_37fa91a0-25c5-4802-9c49-c3fafdc99a59","Андрієвський","FALSE","Йосипович",2018-03-12,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_37fa91a0-25c5-4802-9c49-c3fafdc99a59","Дмитро","TRUE",0,"car","CONTINENTAL","",2007-12-06,"FALSE",NA,"1","2007",NA,"BENTLEY","Автомобіль легковий","1477499814759","Власність","",NA,"2",NA,NA,NA,NA,NA,"Андрієвський Дмитро Йосипович",NA
"Андрієвський Дмитро Йосипович","Верховна Рада України","Народний депутат України","nacp_37fa91a0-25c5-4802-9c49-c3fafdc99a59","Андрієвський","FALSE","Йосипович",2018-03-12,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_37fa91a0-25c5-4802-9c49-c3fafdc99a59","Дмитро","FALSE",3220873,"car","LX 570","",2016-11-24,"FALSE",NA,"1","2016","1477506140268","LEXUS","Автомобіль легковий","1477506140268",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Андрієвський Дмитро Йосипович",NA
"Андрієвський Дмитро Йосипович","Верховна Рада України","Народний депутат України","nacp_37fa91a0-25c5-4802-9c49-c3fafdc99a59","Андрієвський","FALSE","Йосипович",2018-03-12,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_37fa91a0-25c5-4802-9c49-c3fafdc99a59","Дмитро","TRUE",0,"water_transport","(КМ)+МВ6ТУР","",2004-08-18,"FALSE",NA,"1","2004",NA,"УКА-5272-К","Водний засіб","1477508268323","Власність","",NA,"2",NA,NA,NA,NA,NA,"Андрієвський Дмитро Йосипович",NA
"Антонищак Андрій Федорович","Верховна Рада України","народний депутат України","nacp_c21a1cac-9b92-4348-9322-d870e539b092","Антонищак","FALSE","Федорович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c21a1cac-9b92-4348-9322-d870e539b092","Андрій","FALSE",298745,"car","A6","",2017-04-20,"FALSE","0","1","2014","1521553078300","AUDI ","Автомобіль легковий","1521553078300","Власність","",NA,NA,NA,NA,NA,NA,NA,"Антонищак Андрій Федорович",NA
"Антонищак Андрій Федорович","Верховна Рада України","народний депутат України","nacp_c21a1cac-9b92-4348-9322-d870e539b092","Антонищак","FALSE","Федорович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c21a1cac-9b92-4348-9322-d870e539b092","Андрій","FALSE",187800,"car","JETTA","",2017-02-11,"FALSE",NA,"1477405213563","2015","1521554850742","VOLKSWAGEN","Автомобіль легковий","1521554850742","Власність","",NA,NA,NA,NA,NA,NA,NA,"Антонищак Наталія Ігорівна","дружина"
"Антонищак Андрій Федорович","Верховна Рада України","народний депутат України","nacp_c21a1cac-9b92-4348-9322-d870e539b092","Антонищак","FALSE","Федорович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c21a1cac-9b92-4348-9322-d870e539b092","Андрій","FALSE",40000,"car","SCENIC","",2016-07-07,"FALSE",NA,"1477405687214","2006","1490734141325","RENAULT","Автомобіль легковий","1490734141325","Власність","",NA,NA,NA,NA,NA,NA,NA,"Антонищак Сергій Андрійович","син"
"Антонищак Андрій Федорович","Верховна Рада України","народний депутат України","nacp_c21a1cac-9b92-4348-9322-d870e539b092","Антонищак","FALSE","Федорович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c21a1cac-9b92-4348-9322-d870e539b092","Андрій","FALSE",102000,"car","Octavia","",2012-05-05,"FALSE",NA,"1","2007","1477676494359","Skoda","Автомобіль легковий","1477676494359","Власність","",NA,NA,NA,NA,NA,NA,NA,"Антонищак Андрій Федорович",NA
"Ар'єв Володимир Ігорович","Верховна Рада України","народний депутат України","nacp_23200a41-d9c1-44a6-a6c0-963701838d03","Ар'єв","FALSE","Ігорович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_23200a41-d9c1-44a6-a6c0-963701838d03","Володимир","TRUE",0,"car","GLK 350 4 MATIC",NA,2015-09-22,"FALSE",NA,"1476948529010","2009",NA,"Mercedes-Benz","Автомобіль легковий","1476950451984","Власність","",NA,"2",NA,NA,"","",NA,"Фіцич Наталія  Степанівна","дружина"
"Ар'єв Володимир Ігорович","Верховна Рада України","народний депутат України","nacp_23200a41-d9c1-44a6-a6c0-963701838d03","Ар'єв","FALSE","Ігорович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_23200a41-d9c1-44a6-a6c0-963701838d03","Володимир","TRUE",0,"car","ML 350 CDI 4MATIC",NA,2015-09-22,"FALSE",NA,"1","2012",NA,"Mercedes-Benz","Автомобіль легковий","1476950304205","Власність","",NA,"2",NA,NA,"","",NA,"Ар'єв Володимир Ігорович",NA
"Ар'єв Володимир Ігорович","Верховна Рада України","народний депутат України","nacp_23200a41-d9c1-44a6-a6c0-963701838d03","Ар'єв","FALSE","Ігорович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_23200a41-d9c1-44a6-a6c0-963701838d03","Володимир","TRUE",0,"car","GLK 350 4 MATIC","",2015-09-22,"FALSE","0","1","2009","1489686423411","Mercedes-Benz","Автомобіль легковий","1489686423411",NA,NA,NA,"2",NA,NA,NA,NA,NA,"Ар'єв Володимир Ігорович",NA
"Бабак Альона Валеріївна","Верховна Рада України","народний депутат України","nacp_cc42ddfc-bf48-4185-bd45-0d08cc6e88e5","Бабак","FALSE","Валеріївна",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cc42ddfc-bf48-4185-bd45-0d08cc6e88e5","Альона","FALSE",831000,"car","Touareg","",2012-12-03,"FALSE",NA,"1","2012","1489395825158","Volkswagen","Автомобіль легковий","1489395825158","Власність","",NA,NA,NA,NA,NA,NA,NA,"Бабак Альона Валеріївна",NA
"Бабак Альона Валеріївна","Верховна Рада України","народний депутат України","nacp_cc42ddfc-bf48-4185-bd45-0d08cc6e88e5","Бабак","FALSE","Валеріївна",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cc42ddfc-bf48-4185-bd45-0d08cc6e88e5","Альона","TRUE",0,"car","ML350","",2005-08-23,"FALSE","0","1","2005","1489396067779","Mercedes-Benz","Автомобіль легковий","1489396067779","Власність","",NA,"2",NA,NA,NA,NA,NA,"Бабак Альона Валеріївна",NA
"Бабак Альона Валеріївна","Верховна Рада України","народний депутат України","nacp_cc42ddfc-bf48-4185-bd45-0d08cc6e88e5","Бабак","FALSE","Валеріївна",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cc42ddfc-bf48-4185-bd45-0d08cc6e88e5","Альона","TRUE",0,"car","Trafic","",2013-12-28,"FALSE",NA,"1489393738332","2010","1489396253034","Renault","Автомобіль легковий","1489396253034","Власність","",NA,"2",NA,NA,NA,NA,NA,"Бабак Данило Володимирович","син"
"Бабенко Валерій Борисович","Верховна Рада України","народний депутат України","nacp_be16264d-f1b0-41c8-8ab0-66e3fa327537","Бабенко","FALSE","Борисович",2018-03-02,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_be16264d-f1b0-41c8-8ab0-66e3fa327537","Валерій","TRUE",0,"car","Primera","",2005-10-01,"FALSE",NA,"1","2005","1489079343093","Nissan","Автомобіль легковий","1489079343093",NA,NA,NA,"2",NA,NA,NA,NA,NA,"Бабенко Валерій Борисович",NA
"Бабенко Валерій Борисович","Верховна Рада України","народний депутат України","nacp_be16264d-f1b0-41c8-8ab0-66e3fa327537","Бабенко","FALSE","Борисович",2018-03-02,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_be16264d-f1b0-41c8-8ab0-66e3fa327537","Валерій","FALSE",432950,"car","Ex-35","",2010-03-15,"FALSE",NA,"1","2009","1489079093030","Infiniti","Автомобіль легковий","1489079093030","Власність","",NA,NA,NA,NA,NA,NA,NA,"Бабенко Валерій Борисович",NA
"Бабенко Валерій Борисович","Верховна Рада України","народний депутат України","nacp_be16264d-f1b0-41c8-8ab0-66e3fa327537","Бабенко","FALSE","Борисович",2018-03-02,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_be16264d-f1b0-41c8-8ab0-66e3fa327537","Валерій","FALSE",314722,"car","Outlander","",2011-03-25,"FALSE",NA,"1","2010","1489078941962","Mitsubishi","Автомобіль легковий","1489078941962","Власність","",NA,NA,NA,NA,NA,NA,NA,"Бабенко Валерій Борисович",NA
"Бабенко Валерій Борисович","Верховна Рада України","народний депутат України","nacp_be16264d-f1b0-41c8-8ab0-66e3fa327537","Бабенко","FALSE","Борисович",2018-03-02,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_be16264d-f1b0-41c8-8ab0-66e3fa327537","Валерій","TRUE",0,"car","Primera","",2005-10-01,"FALSE",NA,"1489077667627","2005","1489079193515","Nissan ","Автомобіль легковий","1489079193515","Власність","",NA,"2",NA,NA,NA,NA,NA,"Бабенко  Тетяна Федорівна","дружина"
"Бабій Юрій Юрійович","Верховна Рада України","Нароний депутут України","nacp_9c2436f1-7d69-4b83-acf9-37dd9baa6d45","Бабій","FALSE","Юрійович",2018-03-19,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9c2436f1-7d69-4b83-acf9-37dd9baa6d45","Юрій","FALSE",280000,"car","S350TD","",2016-08-10,"FALSE","1","1","2011","1521486691660","Mercedes-Benz","Автомобіль легковий","1521486691660","Власність","",NA,NA,NA,NA,NA,NA,NA,"Бабій Юрій Юрійович",NA
"Бакулін Євген Миколайович","Верховна Рада України","Народний депутат України","nacp_928c9e2e-17f5-41b3-a44a-fa01ac29cb92","Бакулін","FALSE","Миколайович",2018-03-24,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_928c9e2e-17f5-41b3-a44a-fa01ac29cb92","Євген","TRUE",0,"water_transport","","",2004-08-12,"FALSE","1","1","2004","1477671167708","СКУТЕР","Водний засіб","1477671167708","Власність","",NA,"2","2",NA,NA,NA,NA,"Бакулін Євген Миколайович",NA
"Бакулін Євген Миколайович","Верховна Рада України","Народний депутат України","nacp_928c9e2e-17f5-41b3-a44a-fa01ac29cb92","Бакулін","FALSE","Миколайович",2018-03-24,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_928c9e2e-17f5-41b3-a44a-fa01ac29cb92","Євген","TRUE",0,"car","21л","",2012-08-17,"FALSE",NA,"1","1962","1477671020141","ГАЗ","Автомобіль легковий","1477671020141","Власність","",NA,"2",NA,NA,NA,NA,NA,"Бакулін Євген Миколайович",NA
"Бакулін Євген Миколайович","Верховна Рада України","Народний депутат України","nacp_928c9e2e-17f5-41b3-a44a-fa01ac29cb92","Бакулін","FALSE","Миколайович",2018-03-24,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_928c9e2e-17f5-41b3-a44a-fa01ac29cb92","Євген","TRUE",0,"car","CC","",2015-04-26,"FALSE",NA,"1477677417419","2012","1477742958976","VOLKSWAGEN","Автомобіль легковий","1477742958976","Власність","",NA,"2",NA,NA,NA,NA,NA,"Бакулін Микола Євгенович","син"
"Бакулін Євген Миколайович","Верховна Рада України","Народний депутат України","nacp_928c9e2e-17f5-41b3-a44a-fa01ac29cb92","Бакулін","FALSE","Миколайович",2018-03-24,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_928c9e2e-17f5-41b3-a44a-fa01ac29cb92","Євген","TRUE",0,"car","911 TURBO S","",2014-12-17,"FALSE",NA,"1477677417419","2014","1477743696816","PORSCHE","Автомобіль легковий","1477743696816","Власність","",NA,"2",NA,NA,NA,NA,NA,"Бакулін Микола Євгенович","син"
"Бакулін Євген Миколайович","Верховна Рада України","Народний депутат України","nacp_928c9e2e-17f5-41b3-a44a-fa01ac29cb92","Бакулін","FALSE","Миколайович",2018-03-24,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_928c9e2e-17f5-41b3-a44a-fa01ac29cb92","Євген","TRUE",0,"car","CAYENNE S","",2011-10-21,"FALSE",NA,"1","2011","1477670731574","PORSCHE","Автомобіль легковий","1477670731574","Власність","",NA,"2",NA,NA,NA,NA,NA,"Бакулін Євген Миколайович",NA
"Бакулін Євген Миколайович","Верховна Рада України","Народний депутат України","nacp_928c9e2e-17f5-41b3-a44a-fa01ac29cb92","Бакулін","FALSE","Миколайович",2018-03-24,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_928c9e2e-17f5-41b3-a44a-fa01ac29cb92","Євген","TRUE",0,"car","GT - R","",2012-12-13,"FALSE",NA,"1","2012","1477670479606","NISSAN ","Автомобіль легковий","1477670479606","Власність","",NA,"2",NA,NA,NA,NA,NA,"Бакулін Євген Миколайович",NA
"Бакулін Євген Миколайович","Верховна Рада України","Народний депутат України","nacp_928c9e2e-17f5-41b3-a44a-fa01ac29cb92","Бакулін","FALSE","Миколайович",2018-03-24,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_928c9e2e-17f5-41b3-a44a-fa01ac29cb92","Євген","TRUE",0,"car","AMG GLE 63","",2016-04-28,"FALSE",NA,"1477677417419","2016","1490797178359","MERCEDES-BENZ","Автомобіль легковий","1490797178359","Власність","",NA,"2",NA,NA,NA,NA,NA,"Бакулін Микола Євгенович","син"
"Бакуменко Олександр Борисович","Верховна Рада України","Народний депутат України","nacp_bfd6afbb-b028-4ced-93c7-7cd1892ed4ad","Бакуменко","FALSE","Борисович",2018-02-15,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_bfd6afbb-b028-4ced-93c7-7cd1892ed4ad","Олександр","FALSE",831377,"car","C-HR","",2017-04-13,"FALSE",NA,"1476794475998","2017","1518523552106","TOYOTA","Автомобіль легковий","1518523552106","Власність","",NA,NA,NA,NA,NA,NA,NA,"Бакуменко Людмила Анатоліївна","дружина"
"Бакуменко Олександр Борисович","Верховна Рада України","Народний депутат України","nacp_bfd6afbb-b028-4ced-93c7-7cd1892ed4ad","Бакуменко","FALSE","Борисович",2018-02-15,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_bfd6afbb-b028-4ced-93c7-7cd1892ed4ad","Олександр","FALSE",500000,"car","GL 350CDI 4 Matic","",2015-04-24,"FALSE",NA,"1","2012","1476968110040","Mersedes-benz","Автомобіль легковий","1476968110040","Власність","",NA,NA,NA,NA,NA,NA,NA,"Бакуменко Олександр Борисович",NA
"Балицький Євген Віталійович","Верховна Рада України","Народний депутат України","nacp_6f0638d4-b59a-42b0-8f43-cd9bd1d03425","Балицький","FALSE","Віталійович",2018-03-16,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6f0638d4-b59a-42b0-8f43-cd9bd1d03425","Євген","TRUE",0,"car","Cayenne","",2014-03-09,"FALSE","1","1","2008","1477752876583","Porsche ","Автомобіль легковий","1477752876583",NA,NA,NA,"2",NA,NA,NA,NA,NA,"Балицький Євген Віталійович",NA
"Балицький Євген Віталійович","Верховна Рада України","Народний депутат України","nacp_6f0638d4-b59a-42b0-8f43-cd9bd1d03425","Балицький","FALSE","Віталійович",2018-03-16,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6f0638d4-b59a-42b0-8f43-cd9bd1d03425","Євген","TRUE",0,"air_transport","Cessna Model 172 RG","",2016-02-16,"FALSE",NA,"1477569046905","1980","1477754625998","Cessna ","Повітряний засіб","1477754625998","Власність","",NA,"2",NA,NA,NA,NA,"0","Балицька Наталія Миколаївна","дружина"
"Балицький Євген Віталійович","Верховна Рада України","Народний депутат України","nacp_6f0638d4-b59a-42b0-8f43-cd9bd1d03425","Балицький","FALSE","Віталійович",2018-03-16,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6f0638d4-b59a-42b0-8f43-cd9bd1d03425","Євген","TRUE",0,"car","RAV 4","",2010-10-26,"FALSE","3","1477569046905","2010","1477753921343","Toyota","Автомобіль легковий","1477753921343","Власність","",NA,"2",NA,NA,NA,NA,NA,"Балицька Наталія Миколаївна","дружина"
"Балицький Євген Віталійович","Верховна Рада України","Народний депутат України","nacp_6f0638d4-b59a-42b0-8f43-cd9bd1d03425","Балицький","FALSE","Віталійович",2018-03-16,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6f0638d4-b59a-42b0-8f43-cd9bd1d03425","Євген","TRUE",0,"car","CL 550","",2008-05-25,"FALSE","1","1","2008","1477752731427","Mersedes Bens","Автомобіль легковий","1477752731427","Власність","",NA,"2",NA,NA,NA,NA,NA,"Балицький Євген Віталійович",NA
"Балицький Євген Віталійович","Верховна Рада України","Народний депутат України","nacp_6f0638d4-b59a-42b0-8f43-cd9bd1d03425","Балицький","FALSE","Віталійович",2018-03-16,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6f0638d4-b59a-42b0-8f43-cd9bd1d03425","Євген","TRUE",0,"air_transport","Cessna Model 172 RG","",2016-02-15,"FALSE",NA,"1477569046905","1980","1477754417623","Cessna ","Повітряний засіб","1477754417623","Власність","",NA,"2",NA,NA,NA,NA,"0","Балицька Наталія Миколаївна","дружина"
"Балицький Євген Віталійович","Верховна Рада України","Народний депутат України","nacp_6f0638d4-b59a-42b0-8f43-cd9bd1d03425","Балицький","FALSE","Віталійович",2018-03-16,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6f0638d4-b59a-42b0-8f43-cd9bd1d03425","Євген","TRUE",0,"air_transport","Beech BE76 Duchess","",2017-03-22,"FALSE",NA,"1477569046905","1979","1490790860609","Beech","Повітряний засіб","1490790860609","Власність","",NA,"2",NA,NA,NA,NA,NA,"Балицька Наталія Миколаївна","дружина"
"Балицький Євген Віталійович","Верховна Рада України","Народний депутат України","nacp_6f0638d4-b59a-42b0-8f43-cd9bd1d03425","Балицький","FALSE","Віталійович",2018-03-16,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6f0638d4-b59a-42b0-8f43-cd9bd1d03425","Євген","TRUE",0,"air_transport","Cessna Model 172 RG","",2016-02-16,"FALSE",NA,"1477569046905","1982","1477755379876","Cessna ","Повітряний засіб","1477755379876","Власність","",NA,"2",NA,NA,NA,NA,"0","Балицька Наталія Миколаївна","дружина"
"Балицький Євген Віталійович","Верховна Рада України","Народний депутат України","nacp_6f0638d4-b59a-42b0-8f43-cd9bd1d03425","Балицький","FALSE","Віталійович",2018-03-16,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6f0638d4-b59a-42b0-8f43-cd9bd1d03425","Євген","TRUE",0,"air_transport","Cessna Model 172 RG","",2016-02-15,"FALSE",NA,"1477569046905","1980","1477755165004","Cessna ","Повітряний засіб","1477755165004","Власність","",NA,"2",NA,NA,NA,NA,"0","Балицька Наталія Миколаївна","дружина"
"Балицький Євген Віталійович","Верховна Рада України","Народний депутат України","nacp_6f0638d4-b59a-42b0-8f43-cd9bd1d03425","Балицький","FALSE","Віталійович",2018-03-16,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6f0638d4-b59a-42b0-8f43-cd9bd1d03425","Євген","TRUE",0,"air_transport","Cessna Model 172 RG","",2016-02-16,"FALSE",NA,"1477569046905","1981","1477754959712","Cessna ","Повітряний засіб","1477754959712","Власність","",NA,"2",NA,NA,NA,NA,"0","Балицька Наталія Миколаївна","дружина"
"Балога Віктор Іванович","Верховна Рада України","народний депутат України","nacp_b7368fa6-b008-4773-8f32-f3691cf6fce8","Балога","FALSE","Іванович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b7368fa6-b008-4773-8f32-f3691cf6fce8","Віктор","FALSE",585088,"car","A8","",2015-01-01,"FALSE",NA,"1","2011","1477073780241","AUDI ","Автомобіль легковий","1477073780241",NA,NA,NA,"0",NA,NA,NA,NA,NA,"Балога Віктор Іванович",NA
