"fullname","office","position","id","last_name","is_corrected","patronymic","created_date","document_type","source","url","first_name","emitent_ukr_fullname","emitent_ua_firstname","emitent_type","emitent_ua_lastname","emitent_eng_company_address","emitent","emitent_ukr_company_address","amount","subTypeProperty1","person","emitent_ukr_company_name","emitent_ua_sameRegLivingAddress","emitent_eng_fullname","cost","emitent_eng_company_name","otherObjectType","subTypeProperty2","emitent_eng_company_code","dnt_amount_hidden","emitent_ua_company_code","owningDate","emitent_eng_sameRegLivingAddress","iteration","emitent_ua_middlename","emitent_ua_company_name","dnt_cost_hidden","typeProperty","object_id","ownershipType","otherOwnership","percent.ownership","emitent_eng_lastname","emitent_eng_middlename","emitent_eng_firstname","subTypeProperty","emitent_ukr_lastname","emitent_ukr_middlename","emitent_ukr_firstname","emitent_ua_company_code_extendedstatus","amount_extendedstatus","cost_extendedstatus","owningDate_extendedstatus","emitent_ukr_company_address_extendedstatus","emitent_extendedstatus","emitent_eng_company_address_extendedstatus","emitent_eng_company_code_extendedstatus","declarant","subjectRelation"
"Березкін Станіслав Семенович","Верховна Рада України","Народний депутат України","nacp_c376b837-73a0-42c4-8ac8-db04b5905854","Березкін","FALSE","Семенович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c376b837-73a0-42c4-8ac8-db04b5905854","Станіслав","","","Юридична особа, зареєстрована за кордоном","","Geneva Place, 2nd Floor, P.O. Box 3339, Road Town, Tortola, British Virgin island.","j","Женева Плейс, 2-й поверх, п/с 3339, Роад Тоун, Тортола, Британські Вірджинські острови.","32","","1","Вірджин Вінд Холдінгс Лтд","","","8982.4","Virgin Wind Holdings Ltd","","","1884173","FALSE","",2015-07-23,"","1477489114375","","","FALSE","Акції","1477489114375","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Березкін Станіслав Семенович",NA
"Березкін Станіслав Семенович","Верховна Рада України","Народний депутат України","nacp_c376b837-73a0-42c4-8ac8-db04b5905854","Березкін","FALSE","Семенович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c376b837-73a0-42c4-8ac8-db04b5905854","Станіслав","","","Юридична особа, зареєстрована за кордоном","","Geneva Place, 2nd Floor, P.O. Box 3339, Road Town, Tortola, British Virgin island.","j","Женева Плейс, 2-й поверх, п/с 3339, Роуд Таун, Тортола, Британські Вірджинські острови.","100","","1","Віафін Лтд","","","28070","Viafin Ltd","","","1055922","FALSE","",2007-04-10,"","1477488866385","","","FALSE","Акції","1477488866385","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Березкін Станіслав Семенович",NA
"Білий Олексій Петрович","Верховна Рада України","народний депутат","nacp_da52b364-3c6a-4892-b095-1492b8eca311","Білий","FALSE","Петрович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_da52b364-3c6a-4892-b095-1492b8eca311","Олексій","","","Юридична особа, зареєстрована в Україні","","","j","","5600","","1","","","","7000","","","","","FALSE","00131268",1999-02-18,"","1490790986725","","ДТЕК ""Донецькобленерго""","FALSE","Акції","1490790986725","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Білий Олексій Петрович",NA
"Богуслаєв Вячеслав Олександрович","Верховна Рада України","Народний депутат України, Член Комітету Верховної Ради України з питань національної безпеки і оборони","nacp_f157958b-b412-4159-99de-2d28d35b23c3","Богуслаєв","FALSE","Олександрович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f157958b-b412-4159-99de-2d28d35b23c3","Вячеслав","","","Юридична особа, зареєстрована в Україні","","","j","","2000000","","1","","","","100","","","","","FALSE","35345213",2017-12-31,"","1520007673260","","ПАТ ""МОТОР-БАНК""","FALSE","Акції","1520007673260","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Богуслаєв Вячеслав Олександрович",NA
"Богуслаєв Вячеслав Олександрович","Верховна Рада України","Народний депутат України, Член Комітету Верховної Ради України з питань національної безпеки і оборони","nacp_f157958b-b412-4159-99de-2d28d35b23c3","Богуслаєв","FALSE","Олександрович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f157958b-b412-4159-99de-2d28d35b23c3","Вячеслав","","","Юридична особа, зареєстрована в Україні","","","j","","20","","1478245077794","","","","135","","","","","FALSE","14307794",2015-12-31,"","1478266549409","","АТ ""МОТОР СІЧ""","FALSE","Акції","1478266549409","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Богуслаєва Олена Серафимівна","дружина"
"Богуслаєв Вячеслав Олександрович","Верховна Рада України","Народний депутат України, Член Комітету Верховної Ради України з питань національної безпеки і оборони","nacp_f157958b-b412-4159-99de-2d28d35b23c3","Богуслаєв","FALSE","Олександрович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f157958b-b412-4159-99de-2d28d35b23c3","Вячеслав","","","Юридична особа, зареєстрована в Україні","","","j","","63855","","1","","","","135","","","","","FALSE","14307794",2017-12-31,"","1478265205938","","АТ ""МОТОР СІЧ""","FALSE","Акції","1478265205938","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Богуслаєв Вячеслав Олександрович",NA
"Бойко Юрій Анатолійович","Верховна Рада України","Народний депутат України","nacp_4fb806f6-e0bc-446b-aee5-48441786d809","Бойко","TRUE","Анатолійович",2018-04-04,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_4fb806f6-e0bc-446b-aee5-48441786d809","Юрій","","","Юридична особа, зареєстрована в Україні","","","j","","59146","","1477607881861","","","","8871.9","","","","","FALSE","00213724",2001-03-05,"","1477608933967","","ПАТ ""Луганський електроапаратний завод""","FALSE","Акції","1477608933967","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"Бойко Віра Дмитріївна","дружина"
"Бондар Віктор Васильович","Верховна Рада України","Народний депутат України","nacp_1681f425-a4ea-4477-ab3c-f24edc089d89","Бондар","FALSE","Васильович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_1681f425-a4ea-4477-ab3c-f24edc089d89","Віктор","","","!немає даних","","","1","","1","Ощадні (депозитні) сертифікати","1","","","","50000","","","","","FALSE","",2010-11-06,"","1477652796287","","","FALSE","Боргові цінні папери","1477652796287","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Бондар Віктор Васильович",NA
"Бурбак Максим Юрійович","Верховна Рада України","народний депутат України","nacp_db27e533-97f7-4d8f-8d81-4244491ba74a","Бурбак","FALSE","Юрійович",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_db27e533-97f7-4d8f-8d81-4244491ba74a","Максим","","","Юридична особа, зареєстрована в Україні","","","j","","10","Казначейські зобов'язання","1475761483850","","","","10000","","","","","FALSE","00032129",2014-05-28,"","1475841645019","","АТ ""Ощадбанк""","FALSE","Боргові цінні папери","1475841645019","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Бурбак Тетяна Володимирівна","дружина"
"Величкович Микола Романович","Верховна Рада України","Народний депутат України","nacp_23381fe7-eeb2-4df0-84d1-a13abd2c4fc8","Величкович","FALSE","Романович",2018-02-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_23381fe7-eeb2-4df0-84d1-a13abd2c4fc8","Микола",NA,"","!немає даних","",NA,"1",NA,"6",NA,"1","","",NA,"1","","",NA,NA,"FALSE",NA,2004-02-09,"",NA,"","","FALSE","Акції","1476799333735","Власність","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"Величкович Микола Романович",NA
"Галасюк Віктор Валерійович","Верховна Рада України ","Народний депутат України, Голова Комітету Верховної Ради України з питань промислової політики та підприємництва","nacp_c1fc262c-c038-44c7-8e98-6117cef6cf27","Галасюк","FALSE","Валерійович",2018-02-02,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c1fc262c-c038-44c7-8e98-6117cef6cf27","Віктор","","","Юридична особа, зареєстрована в Україні","","","j","","100","Державні облігації України","1","","","","26885.66","","","","","FALSE","00013480",2017-11-23,"","1516697691040","","Міністерство фінансів України","FALSE","Боргові цінні папери","1516697691040","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Галасюк Віктор Валерійович",NA
"Геращенко Антон Юрійович","Верховна Рада України","Народний депутат України","nacp_adc72777-66fc-44a6-8ea0-7f6ec28d9632","Геращенко","FALSE","Юрійович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_adc72777-66fc-44a6-8ea0-7f6ec28d9632","Антон","","","Юридична особа, зареєстрована в Україні","","","j","","44","","1490898662035","","","","3.14","","","","","FALSE","33804724",2009-10-19,"","1490901791888","","ЗАТ ""Полтавський алмазний інструмент""","FALSE","Акції","1490901791888","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Шамбур Олексій Михайлович","тесть"
"Герега Олександр Володимирович","Верховна Рада України","Народний депутат Верховної Ради України","nacp_f16606de-a4fc-4569-a924-0e5438985d61","Герега","FALSE","Володимирович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f16606de-a4fc-4569-a924-0e5438985d61","Олександр","","","Юридична особа, зареєстрована в Україні","","","j","","1590300","","1","","","","1590300","","","","","FALSE","37500419",2011-10-20,"","1476969601410","","ПАТ Закритий недиверсифікований венчурний корпоративний інвестиційний фонд ОФЕРЕНТ","FALSE","Акції","1476969601410","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Герега Олександр Володимирович",NA
"Герега Олександр Володимирович","Верховна Рада України","Народний депутат Верховної Ради України","nacp_f16606de-a4fc-4569-a924-0e5438985d61","Герега","FALSE","Володимирович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f16606de-a4fc-4569-a924-0e5438985d61","Олександр","","","Юридична особа, зареєстрована в Україні","","","j","","1509700","","1476885767559","","","","1509700","","","","","FALSE","37500419",2011-10-20,"","1476969948986","","ПАТ Закритий недиверсифікований венчурний корпоративний інвестиційний фонд ОФЕРЕНТ","FALSE","Акції","1476969948986","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Герега Галина Федорівна","дружина"
"Гіршфельд Анатолій Мусійович","Верховна Рада України","Народний депутат України","nacp_6b61dc22-c7d4-4766-aa65-fb0ea7ba458f","Гіршфельд","FALSE","Мусійович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6b61dc22-c7d4-4766-aa65-fb0ea7ba458f","Анатолій","","","Юридична особа, зареєстрована в Україні","","","j","","2864","","1477498013637","","","","10","","","","","FALSE","23001858",2003-05-12,"",NA,"","ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""У.П.Е.К."" ","FALSE","Акції","1477563338081","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Гіршфельд Ірина Менделівна","дружина"
"Гіршфельд Анатолій Мусійович","Верховна Рада України","Народний депутат України","nacp_6b61dc22-c7d4-4766-aa65-fb0ea7ba458f","Гіршфельд","FALSE","Мусійович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6b61dc22-c7d4-4766-aa65-fb0ea7ba458f","Анатолій","","","Юридична особа, зареєстрована в Україні","","","j","","16681","","1","","","","10","","","","","FALSE","23001858",1995-09-30,"","1477514262182","","ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""У.П.Е.К.""","FALSE","Акції","1477514262182","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Гіршфельд Анатолій Мусійович",NA
"Гіршфельд Анатолій Мусійович","Верховна Рада України","Народний депутат України","nacp_6b61dc22-c7d4-4766-aa65-fb0ea7ba458f","Гіршфельд","FALSE","Мусійович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6b61dc22-c7d4-4766-aa65-fb0ea7ba458f","Анатолій","","","Юридична особа, зареєстрована в Україні","","","j","","100","","1","","","","0.25","","","","","FALSE","23341697",2001-02-22,"","1477515071368","","ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""ФУТБОЛЬНИЙ КЛУБ ""МЕТАЛІСТ""","FALSE","Акції","1477515071368","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Гіршфельд Анатолій Мусійович",NA
"Гопко Ганна Миколаївна","Верховна Рада України","Народний депутат України, Голова Комітету Верховної Ради України у закордонних справах","nacp_d00c0021-eda5-4290-8fe0-da9a585be6eb","Гопко","FALSE","Миколаївна",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d00c0021-eda5-4290-8fe0-da9a585be6eb","Ганна","","","Юридична особа, зареєстрована в Україні","","","j","","2","","1476887150422","","","","10000","","","","","FALSE","35331070",2007-12-28,"","1477659742113","","ПАТ ""Закритий недиверсифікований корпоративний інвестиційний фонд Синергія 5"" ","FALSE","Інвестиційні сертифікати","1477659742113","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"Жук Олександр Олександрович","чоловік"
"Гопко Ганна Миколаївна","Верховна Рада України","Народний депутат України, Голова Комітету Верховної Ради України у закордонних справах","nacp_d00c0021-eda5-4290-8fe0-da9a585be6eb","Гопко","FALSE","Миколаївна",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d00c0021-eda5-4290-8fe0-da9a585be6eb","Ганна","","","Юридична особа, зареєстрована в Україні","","","j","","15","","1476887150422","","","","1000","","","","","FALSE","16461855",2007-12-28,"","1477660172083","","ПАТ ""Інтервальний диверсифікований пайовий інвестиційний фонд ""Кінто народний""","FALSE","Інвестиційні сертифікати","1477660172083","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"Жук Олександр Олександрович","чоловік"
"Гопко Ганна Миколаївна","Верховна Рада України","Народний депутат України, Голова Комітету Верховної Ради України у закордонних справах","nacp_d00c0021-eda5-4290-8fe0-da9a585be6eb","Гопко","FALSE","Миколаївна",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d00c0021-eda5-4290-8fe0-da9a585be6eb","Ганна","","","Юридична особа, зареєстрована в Україні","","","j","","2","","1476887150422","","","","10000","","","","","FALSE","35031362",2007-12-28,"","1477660117086","","ПАТ ""Закритий недиверсифікований корпоративний інвестиційний фонд Синергія 4""","FALSE","Інвестиційні сертифікати","1477660117086","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"Жук Олександр Олександрович","чоловік"
"Гусак Володимир Георгійович","Верховна Рада України","Народний депутат України","nacp_9408ac0c-e6aa-4d97-a950-ba04ab320149","Гусак","TRUE","Георгійович",2018-04-06,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9408ac0c-e6aa-4d97-a950-ba04ab320149","Володимир","","","Юридична особа, зареєстрована в Україні","","","j","","1","","1","","","","0.01","","","","","FALSE","00191224",2006-10-13,"","1477310838792","","ВАТ ""Запорожкокс""","FALSE","Акції","1477310838792","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Гусак Володимир Георгійович",NA
"Гусак Володимир Георгійович","Верховна Рада України","Народний депутат України","nacp_9408ac0c-e6aa-4d97-a950-ba04ab320149","Гусак","TRUE","Георгійович",2018-04-06,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9408ac0c-e6aa-4d97-a950-ba04ab320149","Володимир","","","Юридична особа, зареєстрована в Україні","","","j","","10","","1","","","","2.5","","","","","FALSE","00191112",2003-07-07,"","1477310463252","","ВАТ ""Донецьккокс""","FALSE","Акції","1477310463252","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Гусак Володимир Георгійович",NA
"Гусак Володимир Георгійович","Верховна Рада України","Народний депутат України","nacp_9408ac0c-e6aa-4d97-a950-ba04ab320149","Гусак","TRUE","Георгійович",2018-04-06,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9408ac0c-e6aa-4d97-a950-ba04ab320149","Володимир","","","Юридична особа, зареєстрована в Україні","","","j","","100","Державні облігації України","1","","","","2701393","","","","","FALSE","00013480",2017-11-30,"","1522064945708","","Міністерство фінансів України","FALSE","Боргові цінні папери","1522064945708","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Гусак Володимир Георгійович",NA
"Давиденко Валерій Миколайович","Верховна Рада України","Народний депутат України","nacp_9932ffe2-02f3-4247-8ee2-6367fbaa1e01","Давиденко","FALSE","Миколайович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9932ffe2-02f3-4247-8ee2-6367fbaa1e01","Валерій","","","Юридична особа, зареєстрована за кордоном","","7, rue Robert Stumper, L-2557 Luxembourg ","j","7, вул. Роберт Стампер, Л-2557 Люксембург","12500","","1477304294157","АГРОРЕГІОН С.А.Р.Л.","","","12500","AGROREGION S.A.R.L","","","B177795","FALSE","",2013-10-21,"","1477645742342","","","FALSE","Акції","1477645742342","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Давиденко  Валентина Миколаївна","мати"
"Данченко Олександр Іванович","Верховна Рада України","Народний депутат України, Голова комітету з питать інформатизації та звязку","nacp_ef607163-44b0-4c5e-a040-ff1448510f65","Данченко","TRUE","Іванович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_ef607163-44b0-4c5e-a040-ff1448510f65","Олександр","","","Юридична особа, зареєстрована за кордоном","","P.O. Box 146, Road Town, Tortola, British Virgin Islands","j","","50000","","1","Кватсай Файненс Корп.","","","1200350","Quatsai Finance Corp","","","1412273","FALSE","",2008-03-06,"","1477560501599","","","FALSE","Акції","1477560501599","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,"Данченко Олександр Іванович",NA
